번호,관리번호,지정일자,해제일자,운영상태,읍면동명,시설명,시설구분,도로명전체주소,소재지전체주소,도로명우편번호,시설위치(지상/지하),시설면적(㎡),최대수용인원,최종수정시점,데이터갱신구분,데이터갱신일자,위도(도),위도(분),위도(초),경도(도),경도(분),경도(초),위도(EPSG4326),경도(EPSG4326),좌표정보(X),좌표정보(Y)
298,6510000-S198200004,1988.1.1,,사용중,,중앙여자고등학교(지하 1층),공공용시설,"제주특별자치도 제주시 구남동5길 11, 제주중앙여자고등학교 지하1층 (이도이동)",제주특별자치도 제주시 이도이동 1988-1 제주중앙여자고등학교(지하1층),63231,지하,684,829,2023.6.9 16:56,I,2023.7.28 1:14,33,29,23.78,126,32,22.84,33.48993888,126.5396785,910788.2171,1500201.293
299,6510000-S198400004,1988.1.1,,사용중,,전원예식장(지하 1층),공공용시설,"제주특별자치도 제주시 가령골2길 19-4, 전원예식장 지하1층 (이도이동)",제주특별자치도 제주시 이도이동 321 전원예식장(지하1층),63214,지하,236,286,2023.6.9 16:54,I,2023.7.28 1:14,33,30,13.07,126,32,20.25,33.50363142,126.5389596,910735.4833,1501720.072
300,6510000-S199301015,1993.12.31,,사용중,,영산홍주택 101동(지하 1층),공공용시설,"제주특별자치도 제주시 승천로 27, 101동 지하 1층 (이도이동, 영산홍주택)",제주특별자치도 제주시 이도이동 405 영산홍주택(지하1층) 101동,63226,지하,634.7,769,2023.6.9 17:08,I,2023.7.28 1:14,33,29,44.37,126,32,23.52,33.49565962,126.5398655,910811.4527,1500835.419
301,6510000-S199301018,1993.12.31,,사용중,,영산홍주택 104동(지하 1층),공공용시설,"제주특별자치도 제주시 승천로 27, 104동 지하 1층 (이도이동, 영산홍주택)",제주특별자치도 제주시 이도이동 405 영산홍주택(지하 1층) 104동,63226,지하,489,592,2023.6.9 17:07,I,2023.7.28 1:14,33,29,44.37,126,32,23.52,33.49565962,126.5398655,910811.4527,1500835.419
302,6510000-S199301019,1993.12.31,,사용중,,영산홍주택 105동(지하 1층),공공용시설,"제주특별자치도 제주시 승천로 27, 105동 지하1층 (이도이동, 영산홍주택)",제주특별자치도 제주시 이도이동 405 영산홍주택(지하1층) 105동,63226,지하,489,592,2023.6.9 17:11,I,2023.7.28 1:14,33,29,44.37,126,32,23.52,33.49565962,126.5398655,910811.4527,1500835.419
303,6510000-S199301022,1993.12.31,,사용중,,영산홍주택 108동(지하 1층),공공용시설,"제주특별자치도 제주시 승천로 27, 108동 지하 1층 (이도이동, 영산홍주택)",제주특별자치도 제주시 이도이동 405 영산홍주택(지하1층) 108동,63226,지하,489,592,2023.6.9 17:14,I,2023.7.28 1:14,33,29,44.37,126,32,23.52,33.49565962,126.5398655,910811.4527,1500835.419
304,6510000-S199201015,1992.12.31,,사용중,,제주시노동복지회관(지하주차장 1층),공공용시설,"제주특별자치도 제주시 가령로4길 24, 제주시노동복지회관 지하1층 (이도이동)",제주특별자치도 제주시 이도이동 1050 제주시노동복지회관(지하주차장 1층),63211,지하,366.9,444,2023.6.9 17:01,I,2023.7.28 1:14,33,29,51.93,126,32,7.18,33.49779497,126.5352318,910383.2081,1501076.168
305,6510000-S199301024,1993.12.31,,사용중,,아산빌딩(지하주차장 2층),공공용시설,"제주특별자치도 제주시 중앙로 248, 아산빌딩 지하2층 (이도이동)",제주특별자치도 제주시 이도이동 1185-9 아산빌딩(지하주차장 2층),63207,지하,423.1,512,2023.6.9 17:19,I,2023.7.28 1:14,33,29,51.8,126,31,51.05,33.49764958,126.5309349,909983.9014,1501063.766
306,6510000-S199301025,1993.12.31,,사용중,,아산빌딩(지하주차장 3층),공공용시설,"제주특별자치도 제주시 중앙로 248, 아산빌딩 지하3층 (이도이동)",제주특별자치도 제주시 이도이동 1185-9 아산빌딩(지하주차장 3층),63207,지하,393.4,476,2023.6.9 17:20,I,2023.7.28 1:14,33,29,51.8,126,31,51.05,33.49764958,126.5309349,909983.9014,1501063.766
307,6510000-S199401017,1995.2.1,,사용중,,혜성무지개타운104동(지하 1층),공공용시설,"제주특별자치도 제주시 남광로 65, 104동 지하1층 (이도이동, 혜성무지개타운)",제주특별자치도 제주시 이도이동 438 혜성무지개타운(지하1층) 104동,63226,지하,449,544,2023.6.9 17:29,I,2023.7.28 1:14,33,29,44.1,126,32,31.51,33.49558217,126.5420853,911017.5848,1500824.927
308,6510000-S199401018,1995.2.1,,사용중,,혜성무지개타운105동(지하 1층),공공용시설,"제주특별자치도 제주시 남광로 65, 105동 지하1층 (이도이동, 혜성무지개타운)",제주특별자치도 제주시 이도이동 438 혜성무지개타운(지하1층) 105동,63226,지하,337.2,408,2023.6.9 17:30,I,2023.7.28 1:14,33,29,44.1,126,32,31.51,33.49558217,126.5420853,911017.5848,1500824.927
309,6510000-S199401020,1995.2.1,,사용중,,혜성무지개타운107동(지하 1층),공공용시설,"제주특별자치도 제주시 남광로 65, 107동 지하1층 (이도이동, 혜성무지개타운)",제주특별자치도 제주시 이도이동 438 혜성무지개타운(지하1층) 107동,63226,지하,595,721,2023.6.9 17:33,I,2023.7.28 1:14,33,29,44.1,126,32,31.51,33.49558217,126.5420853,911017.5848,1500824.927
310,6510000-S199201017,1992.12.31,,사용중,,제주소방서(지하 1층),공공용시설,"제주특별자치도 제주시 중앙로 342, 제주소방서 지하1층 (이도이동)",제주특별자치도 제주시 이도이동 1996-4 제주소방서(지하 1층),63232,지하,132.2,160,2023.6.9 17:02,I,2023.7.28 1:14,33,29,27.22,126,32,12.04,33.49092795,126.5368572,910527.1255,1500313.384
311,6510000-S200600005,2006.12.31,,사용중,,정부합동청사(지하주차장 1층~2층),공공용시설,"제주특별자치도 제주시 청사로 59, 정부제주지방합동청사 지하1층~지하2층 (도남동)",제주특별자치도 제주시 도남동 662 정부제주지방합동청사(지하주차장 1층~2층),63219,지하,782,947,2023.6.12 9:02,I,2023.7.28 1:14,33,29,27.1,126,31,30.43,33.49051115,126.5252299,909446.5171,1500277.252
